"iteration","act.fun","threshold","arquitectura","cor","RMSE","time","N"
25,"logistic",0.1,"5 1",0.8664721896133738,3625.672359592038,1.4400000000005093,24
19,"logistic",0.2,"4 1",0.8502749466202765,1708.7006346937092,2.6700000000000728,24
32,"logistic",0.05,"6 2",0.8850381400759324,5128.325229996976,5.8100000000004,24
16,"logistic",0.01,"3 4",0.8860773161877085,2396.8088036705913,12.360000000000582,24
