"iteration","act.fun","threshold","arquitectura","cor","RMSE","time","N"
4,"tanh",0.1,"4",0.8734973478350188,1468.3823831153109,0.25,66
6,"tanh",0.2,"6",0.8511807137527926,2737.864404060549,0.47999999999956344,66
4,"tanh",0.05,"4",0.8760501733398788,471.2196955136986,0.8400000000001455,66
6,"tanh",0.01,"6",0.8870633384240059,682.1721202443252,6,66
