"iteration","act.fun","threshold","arquitectura","cor","RMSE","time","N"
3,"logistic",0.1,"3",0.8632989084526159,2903.225816072384,0.20000000000004547,24
4,"logistic",0.2,"4",0.832478581415093,2304.280636570682,0.38000000000010914,24
5,"logistic",0.05,"5",0.8784251464540267,4023.7455349097277,0.7000000000000455,24
5,"logistic",0.01,"5",0.8805016785265117,12655.051940305197,3.2200000000000273,24
