iteration;act.fun;threshold;arquitectura;cor;RMSE;time;N
204; ;0.1;6 4 6;0.871226928;1070.954224;16.42;2376
205; ;0.2;6 5 1;0.865327537;797.1347808;27.08;2376
157; ;0.05;5 3 1;0.883141714;1210.674217;46.05;2376
144; ;0.01;4 6 6;0.892478057;440.3620567;136.34;2376
